Company,Current_Rater,Instruments,Rating,Latest_Rating_Date,Days_Since_Latest,Urgency,Is_INC,INC_Agencies,Amount_Cr,Data_Source,Sector,Also_in_Infomerics,Also_in_D365,INC_Status,Why_Target,ACER_Pitch
Shiv Aum Steels Ltd.,CRISIL | IND-RA,Letter Of credit | Non-government debt,A 3+,2025-11-24,336.0,HOT,True,,15.00 | 65.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL | IND-RA has been INC for 336.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Kamakshi Steels Pvt. Ltd.,CARE | CRISIL,Bank Guarantee | Long term Loans,D,2025-09-25,335.0,HOT,True,,2.00 | 1.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL has been INC for 335.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Neo Metaliks Ltd.,CARE | CRISIL | ICRA,Fund based financial facility/instrument | Letter Of credit | Non-fund-based financial facility/instrument,A 4,2026-03-11,335.0,HOT,True,,158.20 | 0.30,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL | ICRA has been INC for 335.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shivam Iron & Steel Co. Ltd.,IND-RA,Term loans,B-,2025-07-23,335.0,HOT,True,,212.10,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at IND-RA has been INC for 335.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Radharaman Stainless Steel Pvt. Ltd.,CARE | CRISIL,Letter Of credit | Long term Loans,A 4,2025-12-22,334.0,HOT,True,,2.00 | 1.88,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL has been INC for 334.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Patnaik Steels & Alloys Ltd. [Merged],CRISIL,Bank Guarantee | Fund based financial facility/instrument | Term loans,A 4,2025-07-25,333.0,HOT,True,,2.75 | 77.21,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 333.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
R K S Steel Inds. Pvt. Ltd.,CRISIL | IND-RA,Bank Guarantee | Long term Loans | Non-government debt,A 4,2025-12-19,333.0,HOT,True,,3.00 | 20.40,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL | IND-RA has been INC for 333.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shree Govardhan Steels Pvt. Ltd.,ICRA,Term loans,B+,2025-07-25,333.0,HOT,True,,2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ICRA has been INC for 333.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Anindita Steels Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR B- (INC)(Downgraded),2025-07-25,333.0,HOT,True,Infomerics,Rs. 26.68 Cr. | Rs. 3.92 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 333.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Bholaram Metal Inds. Pvt. Ltd.,BRICKWORK,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 4,2025-07-28,330.0,HOT,True,,0.98 | 4.20,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK has been INC for 330.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Gunina Alloy & Steel Pvt. Ltd.,CRISIL,Bank Guarantee | Long term Loans,A 4,2025-07-28,330.0,HOT,True,,0.50 | 3.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 330.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
S K A Steel & Power Pvt. Ltd.,ACUITE | CRISIL,Long term Loans | Term loans,BB+,2026-02-13,330.0,HOT,True,,1.62 | 18.38,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE | CRISIL has been INC for 330.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Sharu Special Alloys Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,329.0,HOT,True,,4.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 329.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Shree Ponni Lead Alloy Pvt. Ltd.,CRISIL,Term loans,B,2025-07-29,329.0,HOT,True,,3.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 329.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Stork Ferro & Mineral Inds. Pvt. Ltd.,CRISIL,Letter Of credit,A 4,2025-07-29,329.0,HOT,True,,21.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 329.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Sudisa Foundry Pvt. Ltd.,CRISIL | IND-RA,Bank Guarantee | Long term Loans | Non-fund based working capital limit,A 4,2026-01-28,329.0,HOT,True,,4.55 | 18.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL | IND-RA has been INC for 329.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Team Ferro Alloys Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-29,329.0,HOT,True,,15.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK has been INC for 329.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Kama Metal & Alloys Pvt. Ltd.,BRICKWORK | CARE | CRISIL,Bank Guarantee | Fund based financial facility/instrument | Long term Loans,D,2026-03-18,328.0,HOT,True,,1.00 | 1.72,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE | CRISIL has been INC for 328.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Kamachi Steels Pvt. Ltd.,ACUITE,Letter Of credit,D,2025-07-30,328.0,HOT,True,,6.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE has been INC for 328.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
M I Alloys Pvt. Ltd.,ACUITE,Bank Guarantee | Term loans,A 4,2025-07-30,328.0,HOT,True,,0.85 | 5.51,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE has been INC for 328.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Pentech Metals Ltd.,CARE,Fund based financial facility/instrument | Non-government debt,D,2025-07-30,328.0,HOT,True,,5.00 | 2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 328.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Rashmi Sponge Iron & Power Inds. Pvt. Ltd.,BRICKWORK | CARE,Bank Guarantee | Letter Of credit,A 4,2025-11-05,328.0,HOT,True,,5.00 | 10.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE has been INC for 328.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Nilachal Iron & Power Limited,Infomerics,Long Term Bank Facilities | Short Term Bank Facilities,IVR BB (INC)(Downgraded),2025-07-30,328.0,HOT,True,Infomerics,Rs. 154.38 Cr. | Rs. 65.00 Cr.,Infomerics,Steel & Metals,N/A,NO,INC,INC at Infomerics | 180-365 days — approaching renewal,Your steel company's rating at Infomerics has been INC for 328.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Jove Steels Pvt. Ltd.,BRICKWORK,Letter Of credit,A 4,2025-07-31,327.0,HOT,True,,15.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK has been INC for 327.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Savitri Steels & Rerollings Pvt. Ltd.,CRISIL,Bank Guarantee | Letter Of credit | Long term Loans,A 4,2025-07-31,327.0,HOT,True,,1.00 | 3.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 327.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Sindia Steels Ltd.,CARE,Letter Of credit,A 4,2025-07-31,327.0,HOT,True,,4.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 327.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Texla Plastics & Metals Pvt. Ltd.,CRISIL,Term loans,B+,2025-07-31,327.0,HOT,True,,3.45,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 327.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Utkal Galvanizers Ltd.,CRISIL,Fund based financial facility/instrument | Short-term loan | Term loans,B,2025-07-31,327.0,HOT,True,,2.88 | 2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 327.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Karthik Alloys Ltd.,CARE,Bank Guarantee,D,2025-08-01,326.0,HOT,True,,16.96,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 326.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Hira Steels Ltd.,ACUITE | IND-RA,Bank Guarantee | Term loans,BBB,2025-10-15,322.0,HOT,True,,89.04 | 0.96,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE | IND-RA has been INC for 322.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Kantipudi Steels Pvt. Ltd.,BRICKWORK | CARE,Bank Guarantee | Fund based financial facility/instrument | Term loans,A 4,2025-08-28,322.0,HOT,True,,1.50 | 18.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE has been INC for 322.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Sarva Mangalam Gajanan Steel Pvt. Ltd.,CARE,Letter Of credit | Term loans,D,2025-08-05,322.0,HOT,True,,0.20 | 5.32,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 322.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Upper India Steel Mfg. & Engg. Co. Ltd.,CARE,Bank Guarantee,D,2025-08-05,322.0,HOT,True,,4.90,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 322.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Jayachandran Alloys Pvt. Ltd.,CRISIL,Bank Guarantee,A 2,2026-04-23,321.0,HOT,True,,2.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 321.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Brand Alloys Pvt. Ltd.,BRICKWORK | CARE,Bank Guarantee | Fund based financial facility/instrument | Term loans,BBB-,2026-03-13,320.0,HOT,True,,15.00 | 1.89,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE has been INC for 320.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Haldia Steels Pvt. Ltd.,BRICKWORK | CARE,Bank Guarantee | Fund based financial facility/instrument | Letter Of credit,A 3,2026-03-06,320.0,HOT,True,,40.00 | 30.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE has been INC for 320.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
R K Steel Mfg. Co. Ltd.,ACUITE,Long term Loans | Term loans,C,2025-08-07,320.0,HOT,True,,3.17 | 43.83,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at ACUITE has been INC for 320.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Vikas Stainless Steel India Pvt. Ltd.,BRICKWORK | CARE,Fund based financial facility/instrument | Term loans,D,2025-08-26,320.0,HOT,True,,39.00 | 10.81,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE has been INC for 320.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Agrawal Round Rolling Mills Ltd.,CRISIL,Long term Loans,B+,2025-08-11,316.0,HOT,True,,1.34 | 0.91,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 316.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Anjaney Ferro Alloys Ltd.,CARE | CRISIL,Bank Guarantee | Letter Of credit,A 4,2025-10-07,316.0,HOT,True,,23.00 | 82.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | CRISIL has been INC for 316.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Harihar Alloys Pvt. Ltd.,CARE | IND-RA,Non-government debt | Term loans,B-,2025-11-24,316.0,HOT,True,,7.22 | 41.31,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE | IND-RA has been INC for 316.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Jaikrishna Steel Pvt. Ltd.,CRISIL,Long term Loans,B,2025-08-11,316.0,HOT,True,,3.10,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 316.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Krishnaping Alloys Ltd.,CRISIL,Letter Of credit,D,2025-08-11,316.0,HOT,True,,20.00,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 316.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Lajjya Steels Ltd.,CRISIL,Long term Loans,D,2025-08-11,316.0,HOT,True,,0.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CRISIL has been INC for 316.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Exclusive Steel & Casting Ltd.,CARE,Bank Guarantee | Non-government debt,A 4,2025-08-12,315.0,HOT,True,,0.50 | 11.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at CARE has been INC for 315.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
Airen Metals Pvt. Ltd.,BRICKWORK | CARE,Bank Guarantee | Letter Of credit | Term loans,D,2026-01-09,314.0,HOT,True,,82.00 | 192.50,D365,Steel & Metals,NO,N/A,INC,INC at  | 180-365 days — approaching renewal,Your steel company's rating at BRICKWORK | CARE has been INC for 314.0 days. ACER specializes in steel sector — we can provide an active credit rating in 21 days.
