Company Name,Instrument Type,Current Rater,Rating,Rating Date,Urgency,INC,Sector,Why Target,ACER Pitch Angle
Siddheshwari Paper Udyog Pvt. Ltd.,Letter Of credit,CRISIL,A 4,12-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Skytouch Ceramic Pvt. Ltd.,Term loans,CRISIL,B,12-06-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
HQ Lamps Manufacturing Company Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 10, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
HQ Lamps Manufacturing Company Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"June 10, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Hariwansh Packaging Private Limited,Long Term Bank Facilities,Infomerics,IVR BB- (INC)(Reaffirmed & Withdrawn),"August 7, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
N.P. Agro (India) Industries Private Limited (NPAIIPL) (Erstwhile N.P. Agro (India) Industries Limited),Long Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed and Withdrawn),"November 7, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
N.P. Agro (India) Industries Private Limited (NPAIIPL) (Erstwhile N.P. Agro (India) Industries Limited),Long Term/Short Term Bank Facilities,Infomerics,IVR D (INC)(Reaffirmed and Withdrawn),"November 7, 2023",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Bharti Industries,Long Term Fund-based Bank Facilities - Term Loan,Infomerics,IVR BB- (INC)(Reaffirmed),"May 23, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Bharti Industries,Long Term Fund-based Bank Facilities - Cash Credit,Infomerics,IVR BB- (INC)(Reaffirmed),"May 23, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Bharti Industries,Proposed Term Loan,Infomerics,IVR BB- (INC)(Reaffirmed),"May 23, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Bharti Industries,Short Term Non- Fund- based Bank Facilities - Forward Contract,Infomerics,IVR A4 (INC)(Reaffirmed),"May 23, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Vijay Engineering & Machinery Company,Long Term Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"April 1, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Vijay Engineering & Machinery Company,Long Term/ Short Term Facilities,Infomerics,IVR BB+/IVR A4+; (INC)(Downgraded),"April 1, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Vijay Engineering & Machinery Company,Short Term Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"April 1, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Ray Engineering Private Limited,Long Term fund-based Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"April 7, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Ray Engineering Private Limited,Short Term Non-fund-based Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"April 7, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Namo Alloys Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"March 18, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Swati Industries,Long Term Bank Facilities,Infomerics,IVR BB (INC) (Downgraded),"April 7, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Swati Industries,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"April 7, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
D.K. Tissues & Papers Private Limited,Long Term Bank Facilities,Infomerics,IVR D (INC) (Reaffirmed),"February 18, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Roger Industries Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"June 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Roger Industries Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"June 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Hira Automobiles Limited,Long Term Bank Facilities,Infomerics,IVR B+ (INC)(Downgraded),"March 17, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Jalna Siddhivinayak Alloys Private Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Downgraded),"April 7, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Jalna Siddhivinayak Alloys Private Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Downgraded),"April 7, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Krishna Defence and Allied Industries Limited,Long Term Bank Facilities,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 29, 2024",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Krishna Defence and Allied Industries Limited,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed and Withdrawn),"February 29, 2024",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Krishna Defence and Allied Industries Limited,Proposed Long term Bank facilities,Infomerics,IVR BB (INC)(Reaffirmed and Withdrawn),"February 29, 2024",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Blizzard Ceramica LLP,Long Term Facilities,Infomerics,IVR D (INC)(Reaffirmed),"March 31, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Blizzard Ceramica LLP,Short Term Facilities,Infomerics,IVR D (INC)(Reaffirmed),"March 31, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Sree Rengaraj Ispat Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Sree Rengaraj Ispat Industries Private Limited,Long Term Bank Facilities,Infomerics,IVR BB+ (INC)(Downgraded),"June 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Sree Rengaraj Ispat Industries Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Downgraded),"June 6, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Sun Paper Mill Limited,Proposed Long Term Bank Facility - Proposed Term Loan,Infomerics,IVR B (INC)(Downgraded),"April 2, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Sun Paper Mill Limited,Proposed Long Term Bank Facility - Proposed Term Loan,Infomerics,IVR B (INC)(Downgraded),"April 2, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Sun Paper Mill Limited,Long Term Fund Based Bank Facility - OCC,Infomerics,IVR B (INC)(Downgraded),"April 2, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Sun Paper Mill Limited,Short Term Non-Fund Based Bank Facility - Letter of Credit,Infomerics,IVR A4 (INC)(Reaffirmed),"April 2, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Deccan Ferro Alloys Private Limited,Long Term Fund Based Facility,Infomerics,IVR BB+ (INC)(Reaffirmed and Withdrawn),"January 8, 2022",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Deccan Ferro Alloys Private Limited,Short Term Bank Facilities,Infomerics,IVR A4+ (INC)(Reaffirmed and Withdrawn),"January 8, 2022",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Finolite Ceramic,Long Term Bank Facilities,Infomerics,IVR C- (INC)(Downgraded),"May 19, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Finolite Ceramic,Short Term Bank Facilities,Infomerics,IVR A4 (INC)(Reaffirmed),"May 19, 2025",HIGH,Y,Manufacturing,INC with Infomerics — not cooperating; switch to ACER,INC status blocks bank facilities; ACER can restart rating process in 2-3 weeks
Moharir Motors & Services Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,C-,21-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Anupam Industries Ltd.,Long term Loans,CRISIL,D,21-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Jindal Nickel & Alloys Ltd.,Bank Guarantee,BRICKWORK,A 4,21-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Shubhlaxmi Casting Pvt. Ltd. [Merged],Term loans,BRICKWORK,C,21-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Ray Engineering Pvt. Ltd.,Non-government debt,CARE,B+/A4,21-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Unique Autosales Pvt. Ltd.,Term loans,BRICKWORK,C,21-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Jyoti C N C Automation Ltd.,Fund based financial facility/instrument,BRICKWORK,BB+,20-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
International Switchgears Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,19-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Indian Metals & Alloys Mfg. Co. Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,19-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Automark Inds. (India) Pvt. Ltd.,Bank Guarantee,BRICKWORK,A 4,19-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Asiatic Electrical & Switchgear Pvt. Ltd.,Term loans,IND-RA,D,16-05-2025,HIGH,Y,Manufacturing,INC with IND-RA — not cooperating; switch needed,"INC blocks bank financing; ACER vs IND-RA: faster, more responsive, India-focused"
Sandcity Autotec Pvt. Ltd.,Term loans,CARE,B-,16-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Aswani Industries Pvt. Ltd.,Term loans,BRICKWORK,C,16-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Tecknoweld Alloys (India) Pvt. Ltd.,Fund based financial facility/instrument,BRICKWORK,D,16-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Perfect Alloys & Steel Ltd.,Term loans,BRICKWORK,C-,15-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Kun United Motors Pvt. Ltd.,Fund based financial facility/instrument,CRISIL,B,15-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Macbrout Engineering Pvt. Ltd.,Bank Guarantee,CRISIL,A 4,15-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Matsya Automobiles Ltd.,Non-government debt,CARE,B-/A4,14-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Ashoka Pulp & Paper Pvt. Ltd.,Term loans,CRISIL,D,14-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Ceedee Metalloys Pvt. Ltd.,Letter Of credit,CRISIL,A 4+,14-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
Associated Industrial Furnaces Pvt. Ltd.,Term loans,CARE,B-,14-05-2025,HIGH,Y,Manufacturing,INC with CARE — not cooperating; switch needed,"INC blocks bank financing; ACER vs CARE: faster, more responsive, India-focused"
Twinstar Industries Ltd.,Bank Guarantee,BRICKWORK,D,13-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Saraswati Component Motors Pvt. Ltd.,Term loans,BRICKWORK,C,12-05-2025,HIGH,Y,Manufacturing,INC with BRICKWORK — not cooperating; switch needed,"INC blocks bank financing; ACER vs BRICKWORK: faster, more responsive, India-focused"
Dhumal Industries India Pvt. Ltd.,Term loans,ACUITE,BB-,12-05-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
Mandovi Casting Pvt. Ltd.,Letter Of credit,CRISIL,A 4,12-05-2025,HIGH,Y,Manufacturing,INC with CRISIL — not cooperating; switch needed,"INC blocks bank financing; ACER vs CRISIL: faster, more responsive, India-focused"
B D Industries (India) Pvt. Ltd.,Bank Guarantee,ACUITE,A 4,12-05-2025,HIGH,Y,Manufacturing,INC with ACUITE — not cooperating; switch needed,"INC blocks bank financing; ACER vs ACUITE: faster, more responsive, India-focused"
